Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
Technical Success Manager,2025-11-19,https://jobright.ai/jobs/info/691e350ba49a885af9a263a5?utm_source=1100&utm_campaign=Software Engineering,On Site,Sunnyvale,JFrog,1001-5000,"Developer Tools,DevOps","$158,000-$159,000 /yr","1. Master’s degree or foreign equivalent in Computer Science, Computer Engineering, or Electrical Engineering plus 1 year experience
2. Experience to include using integration tools (Docker, Kubernetes, AWS) to optimize solutions
3. Working on microcontrollers (Arduino, Raspberry Pi) for IOT sensors/modules
4. Working on front-end development (HTML/HTML5, Angular, Node.js)
5. Deploying applications on cloud platforms (AWS, GCP, Azure)/ implementing CI/CD pipelines (Maven, Gradle, npm)",not sure,
Renewal Desk Data Analyst,2025-11-19,https://jobright.ai/jobs/info/691e3507a49a885af9a2639a?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Detroit, MI",Dynatrace,1001-5000,"Business Process Automation (BPA),Developer Tools",$63K-$79K /yr,"1. Basic to intermediate Excel skills (formulas, calculations, and data organization)
2. Basic familiarity with CRM systems (Salesforce experience preferred)
3. Solid computer proficiency, including navigating tools like SharePoint
4. Strong math skills, especially in pricing and renewal calculations
5. Clear communication and strong collaboration with cross-functional teams
...",not sure,
Cybersecurity Analyst- McCrary,2025-11-19,https://jobright.ai/jobs/info/691e34cf09cc522e877377cd?utm_source=1100&utm_campaign=Software Engineering,On Site,"Auburn, AL",Auburn University,1001-5000,"Education,Higher Education",$56K-$100K /yr,"1. Bachelor’s degree Cybersecurity, Computer Science, or Information Technology.
2. Foundational knowledge of SIEM tools, scripting, and network protocols.
3. Proficiency in scripting and programming languages for automation and analysis.
4. Ability to analyze malware behavior and low-level code execution.
5. Fundamental understanding of ports, protocols, and enterprise network/security infrastructure.
...",not sure,
"Account Manager, US",2025-11-19,https://jobright.ai/jobs/info/691e34b53f782d2f1afb25fa?utm_source=1100&utm_campaign=Software Engineering,Remote,"Multi Location
Chicago, IL
Austin, TX",Branch,251-500,"App Marketing,Mobile Advertising",$107K-$134K /yr,"1. 1-2 years of professional experience in Sales, Account Management, Customer Success, Software Consulting, Technical Account Management, Technical Consulting or similar customer-facing roles.
2. Excellent client management skills, a bias for action, strong sense of accountability, an ability to perform hands-on technical work when needed, and the ability to lead projects and interact with global teams.
3. Experience supporting customers with cloud-based SaaS solutions.
4. Problem-solving skills around business and technical product questions.
5. Ability to analyze & interpret business requirements and customer interactions to anticipate and guide client needs in order to drive value-based use-case adoption.
...",no,
Quality Assurance Specialist I (Swing Shift) *PC 1556,2025-11-19,https://jobright.ai/jobs/info/691e3482a49a885af9a26333?utm_source=1100&utm_campaign=Software Engineering,On Site,"Gaithersburg, MD",Miltenyi Biotec,1001-5000,"Bioinformatics,Biotechnology",$72K-$79K /yr,"1. Bachelor’s degree in Life Sciences, Chemistry, Biology, Engineering, or related field.
2. 0-2 years of related experience and/or training in biotech, or related regulated industry.
3. Understanding of cGMP, regulatory expectations.
4. Strong attention to detail, effective communication, teamwork, and organizational skills.
5. Willingness to work in production areas and flexible shifts as needed.
...",not sure,yes
Network Operations Center (NOC) Analyst,2025-11-19,https://jobright.ai/jobs/info/691e344da49a885af9a262f6?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Multi Location
Tempe, AZ
Jersey City, NJ",MUFG,10000+,,,"1. Bachelor’s degree in a related field or equivalent experience.
2. 1–2 years of experience in a NOC or similar role supporting network and Windows server environments.
3. Strong understanding of networking protocols, hardware, and Windows server administration.
4. Experience with Active Directory and secure user access management.
5. Familiarity with tools such as SolarWinds, ServiceNow, xMatters, Microsoft Office, Teams, SecureCRT, WebEx.
...",no,
Operations Analytics Analyist,2025-11-19,https://jobright.ai/jobs/info/691e33cea49a885af9a26273?utm_source=1100&utm_campaign=Software Engineering,On Site,"Montgomery, NY",Cardinal Health,10000+,"Health Care,Hospital",$30-$36 /hr,1. Excellent communication and interpersonal skills,not sure,yes
Compliance Technical Project Manager - Consultant,2025-11-19,https://jobright.ai/jobs/info/68d575a239247e3c807eb5c0?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"New York, NY",Sia,1001-5000,"Artificial Intelligence (AI),Cyber Security",$88000-$88000 /yr,"1. Minimum of 1 year of experience in Technical Program Management in a related industry - technology or financial services.
2. Minimum of 1 year of Agile development experience.
3. Demonstrated leadership in simultaneously managing multiple large, complex projects that span cross-functional teams, establishing sustainable processes while delivering on time, on budget, with requirements met.
4. Proven ability to develop business relationships and work successfully with people at all levels of management.
5. Strong communication skills, both oral and written, including presentation skills to executive level business stakeholders.
...",no,
Help Desk Technician - FSP,2025-11-19,https://jobright.ai/jobs/info/691e32923f782d2f1afb2381?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Washington, DC",Zachary Piper Solutions,101-250,"Government,Information Services",$100000-$100000 /yr,"1. Must hold an active TS/SCI with FS Poly.
2. Excellent customer service skills and focus.
3. Bachelor’s Degree in a related field or equivalent combination of IT training and practical experience.
4. Adaptable to a fast-paced environment with changing priorities.
5. Ability to execute work with precision in time-sensitive outage scenarios.
...",no,
"Data Center Technician , DCC Communities",2025-11-19,https://jobright.ai/jobs/info/691e32373f782d2f1afb2318?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Berwick, PA
Tempe, AZ
Sparks, NV",Amazon Web Services (AWS),10000+,"Consulting,DevOps",$51K-$113K /yr,"1. 1+ years of computer hardware troubleshooting and repair experience
2. 1+ years of computer networking experience
3. High school or equivalent diploma",no,
IT Support Specialist,2025-11-19,https://jobright.ai/jobs/info/691e7b183f782d2f1afb5186?utm_source=1100&utm_campaign=Software Engineering,On Site,"Wilmington, NC",Innovien Solutions,51-100,Information Technology,$60K-$70K /yr,"1. Strong verbal and written communication; ability to clearly explain technical issues to all user levels.
2. Excellent customer service, interpersonal, and problem-solving skills.
3. Solid understanding of computer hardware, networking systems, and software environments.
4. Strong time management and ability to learn new systems quickly.
5. Proficiency with Microsoft Office and standard business software.
...",not sure,
"Information Technology Support Specialist - Information Technology (Butte, MT)",2025-11-19,https://jobright.ai/jobs/info/691f3502a49a885af9a2d00a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Butte, MT",Aware Group,501-1000,"Consulting,IT Management",$18-$22 /hr,"1. Requires a Bachelor's Degree in Computer Science or a related field, or equivalent experience.
2. Well documented work-related history noting skills, knowledge or experience in information technology.
3. A Valid Montana Driver’s License and clean motor vehicle record required.
4. Knowledge, skills, and a well-documented work history in information technology and computer science.
5. Knowledge of electronic equipment, hardware, software, applications.
...",not sure,
Clinical Systems Programmer,2025-11-19,https://jobright.ai/jobs/info/691e3188a49a885af9a25fdf?utm_source=1100&utm_campaign=Software Engineering,Hybrid,San Francisco Bay Area,Revolution Medicines,501-1000,"Health Care,Life Science",$96K-$120K /yr,"1. Bachelor’s degree in Computer Science, Health Informatics, Biostatistics, or a related field (or equivalent experience in clinical data and programming).
2. 0 - 4 years of experience with SAS, SQL, and R programming for clinical data analysis, including dataset manipulation and TFL generation and verification.
3. Experience with dashboard development and web page design.
4. Familiarity with clinical trial data standards (e.g., SDTM, ADaM) and data cleaning processes.
5. Understanding of software validation processes (IQ, OQ, PQ, UAT) and GxP compliance.
...",not sure,yes
Technical Services Writer I,2025-11-19,https://jobright.ai/jobs/info/691e3183a49a885af9a25fd5?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Pasadena, TX
Flomaton, AL",Alliance Technical Group,101-250,"Customer Service,Information Technology",$20-$25 /hr,"1. High School Diploma required.
2. Computer skills. Proficient skill level of Word, Excel, Adobe, Outlook.
3. Good verbal communication skills (Internally and with Clients and Regulators).
4. Professional appearance and behavior.
5. Maintain positive attitude with ability to work well in groups.
...",not sure,
Quality Assurance Specialist I (Swing Shift) *PC 1555,2025-11-19,https://jobright.ai/jobs/info/691e317b3f782d2f1afb223a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Gaithersburg, MD",Miltenyi Biotec,1001-5000,"Bioinformatics,Biotechnology",$72K-$79K /yr,"1. Bachelor’s degree in Life Sciences, Chemistry, Biology, Engineering, or related field.
2. 0-2 years of related experience and/or training in biotech, or related regulated industry.
3. Understanding of cGMP, regulatory expectations.
4. Strong attention to detail, effective communication, teamwork, and organizational skills.
5. Willingness to work in production areas and flexible shifts as needed.
...",not sure,yes
"Network Install Technician, Infrastructure Delivery",2025-11-19,https://jobright.ai/jobs/info/691e316109cc522e8773741a?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Berwick, PA
Sparks, NV",Amazon Web Services (AWS),10000+,"Consulting,DevOps",$51K-$113K /yr,"1. High school or equivalent diploma
2. 1+ year of experience in any of the following or similar technical or vocational roles: Computer Hardware Repair, Infrastructure Cabling, Network Deployment, Data Center Operations, Technical Project Management",not sure,
Software Engineer,2025-11-19,https://jobright.ai/jobs/info/691e311909cc522e877373d5?utm_source=1100&utm_campaign=Software Engineering,Hybrid,Greater Tampa Bay Area,Cognizant,10000+,"Consulting,Industrial Automation",$73000-$73000 /yr,"1. Bachelor’s degree or equivalent.
2. Candidate should possess strong Java application development skills (e.g., Core Java technologies, React JavaScript, & Spring framework)
3. Demonstrated development experiences in C#, .NET, VB/ASP development and database experience
4. Understanding of software development methodologies
5. Self-motivated individuals with strong analytical, troubleshooting, and problem-solving skills with the passion and appetite to learn newer technologies
...",no,
"Full Stack Software Engineer, Constellation Tools (Starlink)",2025-11-19,https://jobright.ai/jobs/info/691e30bd09cc522e87737366?utm_source=1100&utm_campaign=Software Engineering,On Site,"Redmond, WA",SpaceX,10000+,"Advanced Materials,Aerospace",$122K-$145K /yr,"1. Bachelor's degree in computer science, engineering, or a STEM discipline and 1+ years of experience building full-stack software; OR 3+ years of professional experience building full-stack software in lieu of a degree (internship experience is applicable)
2. Must be willing to work extended hours and weekends as needed",no,
